word	pos	votes	roles
paperback	n	1	wordlist-2
paradigm	n	1	wordlist-2
paradox	n	1	wordlist-2
paragraph	n	2	wordlist-1,wordlist-2
parallel	adj	2	wordlist-1,wordlist-2
parallel	n	1	wordlist-2
paralysis	n	2	wordlist-2,wordlist-3
paralyze	v	1	wordlist-2
paramedic	n	1	wordlist-2
parameter	n	1	wordlist-2
paramount	adj	2	wordlist-2,wordlist-3
paramountly	adv	1	wordlist-3
paraphrase	n	1	wordlist-2
paraphrase	v	2	wordlist-2,wordlist-3
parasite	n	2	wordlist-2,wordlist-3
parasitic	adj	1	wordlist-2
parcel	n	1	wordlist-1
pardon	interj	2	wordlist-2,wordlist-3
pardon	n	1	wordlist-2
parenthood	n	1	wordlist-1
park	n	1	wordlist-3
park	v	1	wordlist-1
parka	n	1	wordlist-3
parking	n	1	wordlist-1
parliament	n	2	wordlist-1,wordlist-2
parlour	n	1	wordlist-3
parody	n	1	wordlist-2
parody	v	1	wordlist-2
part-time	adj	1	wordlist-1
partially	adv	1	wordlist-2
participate	v	1	wordlist-1
participation	n	1	wordlist-1
particle	n	2	wordlist-1,wordlist-2
particular	adj	1	wordlist-1
particularly	adv	2	wordlist-1,wordlist-3
partly	adv	2	wordlist-1,wordlist-3
partner	n	2	wordlist-1,wordlist-2
party	n	1	wordlist-1
pass	v	2	wordlist-1,wordlist-3
pass away	phrv	2	wordlist-1,wordlist-3
pass for	phrv	1	wordlist-2
pass out	phrv	3	wordlist-1,wordlist-2,wordlist-3
passage	n	1	wordlist-2
passenger	n	1	wordlist-1
passion	n	1	wordlist-1
passionate	adj	1	wordlist-2
passive	adj	1	wordlist-2
passport	n	2	wordlist-1,wordlist-2
password	n	2	wordlist-1,wordlist-3
pasta	n	3	wordlist-1,wordlist-2,wordlist-3
paste	n	1	wordlist-2
paste	v	2	wordlist-1,wordlist-3
pastime	n	1	wordlist-2
pastry	n	3	wordlist-1,wordlist-2,wordlist-3
pasture	n	3	wordlist-1,wordlist-2,wordlist-3
pasturize	v	1	wordlist-2
pat	n	1	wordlist-2
pat	v	1	wordlist-2
patch	n	1	wordlist-2
patch	v	1	wordlist-2
patched	adj	1	wordlist-3
patent	n	1	wordlist-2
patent	v	1	wordlist-2
paternal	adj	1	wordlist-2
paternity	adj	1	wordlist-2
paternity	n	1	wordlist-2
path	n	1	wordlist-1
pathology	n	1	wordlist-3
patience	n	2	wordlist-1,wordlist-2
patient	adj	1	wordlist-1
patient	n	2	wordlist-1,wordlist-3
patio	n	2	wordlist-1,wordlist-2
patron	n	1	wordlist-2
pattern	n	2	wordlist-1,wordlist-3
patterned	adj	2	wordlist-1,wordlist-2
pave	v	1	wordlist-1
pavement	n	3	wordlist-1,wordlist-2,wordlist-3
pavilion	n	1	wordlist-2
paw	n	2	wordlist-2,wordlist-3
pawnshop	n	1	wordlist-3
pay attention	phrv	1	wordlist-1
pay back	phrv	2	wordlist-1,wordlist-3
pay for	phrv	1	wordlist-1
pay off	phrv	1	wordlist-1
payment	n	1	wordlist-1
payroll	n	1	wordlist-2
pc	abbr	2	wordlist-2,wordlist-3
pdf	abbr	1	wordlist-3
pea	n	1	wordlist-1
peace	n	1	wordlist-1
peaceful	adj	1	wordlist-1
peacoat	n	1	wordlist-3
peak	n	3	wordlist-1,wordlist-2,wordlist-3
peculiar	adj	2	wordlist-2,wordlist-3
peculiarly	adv	2	wordlist-2,wordlist-3
pedagogical	adj	1	wordlist-2
pedagogy	n	1	wordlist-2
pedestrian	adj	1	wordlist-2
pedestrian	n	3	wordlist-1,wordlist-2,wordlist-3
pedestrianise	v	1	wordlist-3
pedestrianize	v	2	wordlist-1,wordlist-2
pedestrianized	adj	1	wordlist-1
pediatric	adj	1	wordlist-2
pediatrics	n	1	wordlist-3
pedicure	n	2	wordlist-1,wordlist-2
peel	n	1	wordlist-2
peel	v	3	wordlist-1,wordlist-2,wordlist-3
peeler	n	1	wordlist-2
peephole	n	1	wordlist-2
peer	n	1	wordlist-2
peer	v	2	wordlist-1,wordlist-2
pelvis	n	1	wordlist-2
pen	n	1	wordlist-3
penalty	n	1	wordlist-2
pendant	n	2	wordlist-2,wordlist-3
pending	prep	3	wordlist-1,wordlist-2,wordlist-3
peninsula	n	2	wordlist-2,wordlist-3
pension	n	2	wordlist-1,wordlist-2
pensioner	n	1	wordlist-2
penthouse	n	1	wordlist-2
pepper	n	2	wordlist-1,wordlist-3
per	prep	2	wordlist-1,wordlist-3
perceive	v	1	wordlist-3
percentage	n	2	wordlist-2,wordlist-3
perception	n	2	wordlist-1,wordlist-3
perceptive	adj	1	wordlist-2
perch	n	1	wordlist-2
perch	v	1	wordlist-2
perfectionist	n	1	wordlist-2
perfectly	adv	1	wordlist-3
performance	n	1	wordlist-3
perfume	n	1	wordlist-1
perfume	v	1	wordlist-1
perhaps	adv	2	wordlist-1,wordlist-3
perimeter	n	1	wordlist-2
periodic	adj	1	wordlist-2
periodically	adv	1	wordlist-2
perishable	adj	1	wordlist-2
perk	n	1	wordlist-2
permanent	adj	2	wordlist-1,wordlist-2
permanently	adv	2	wordlist-1,wordlist-2
permeable	adj	1	wordlist-2
permission	n	1	wordlist-3
permit	n	1	wordlist-1
permit	v	1	wordlist-1
perpendicular	adj	1	wordlist-2
perpetual	adj	1	wordlist-2
perpetually	adv	1	wordlist-2
perplexed	adj	1	wordlist-2
persecute	v	1	wordlist-2
persecution	n	1	wordlist-2
perseverance	n	1	wordlist-2
persevere	v	1	wordlist-2
persist	v	1	wordlist-2
persistence	n	1	wordlist-2
personal	adj	1	wordlist-1
personality	n	1	wordlist-1
personally	adv	2	wordlist-1,wordlist-3
personnel	n	1	wordlist-2
perspective	n	2	wordlist-2,wordlist-3
perspire	v	2	wordlist-2,wordlist-3
persuade	v	2	wordlist-1,wordlist-2
persuasive	adj	2	wordlist-1,wordlist-2
pertain	v	1	wordlist-3
pertaining to	prep	1	wordlist-2
pessimist	n	1	wordlist-2
pessimistic	adj	2	wordlist-1,wordlist-2
pest	n	3	wordlist-1,wordlist-2,wordlist-3
pesticide	n	3	wordlist-1,wordlist-2,wordlist-3
petal	n	1	wordlist-2
petite	adj	1	wordlist-2
petrol	n	1	wordlist-1
petrol station	n	1	wordlist-3
pharmacy	n	3	wordlist-1,wordlist-2,wordlist-3
phase	n	1	wordlist-2
phenomenon	n	1	wordlist-2
phrase	n	2	wordlist-1,wordlist-2
phrase	v	1	wordlist-2
physical	adj	1	wordlist-1
physician	n	2	wordlist-2,wordlist-3
physique	n	1	wordlist-2
pick up	phrv	3	wordlist-1,wordlist-2,wordlist-3
pickle	n	1	wordlist-3
pickle	v	1	wordlist-3
picturesque	adj	2	wordlist-2,wordlist-3
pier	n	2	wordlist-2,wordlist-3
pierce	v	1	wordlist-2
piercing	adj	1	wordlist-2
pig	n	1	wordlist-3
pigment	n	1	wordlist-2
pile	n	1	wordlist-2
pile	v	1	wordlist-2
pilgrim	n	1	wordlist-2
pilgrimage	n	1	wordlist-2
pill	n	1	wordlist-3
pillow	n	1	wordlist-1
pillowcase	n	1	wordlist-2
pin	abbr	2	wordlist-2,wordlist-3
pin	n	1	wordlist-1
pinch	n	1	wordlist-3
pinnacle	n	1	wordlist-2
pioneer	n	1	wordlist-2
pioneer	v	1	wordlist-2
pipe	n	1	wordlist-3
pitch	n	2	wordlist-1,wordlist-2
pitch	v	1	wordlist-2
pitcher	n	1	wordlist-3
pivot	n	1	wordlist-2
pivot	v	1	wordlist-2
pivotal	adj	1	wordlist-3
pivotally	adv	1	wordlist-3
pizza	n	1	wordlist-1
plagiarism	n	1	wordlist-2
plaid	n	1	wordlist-3
plain	adj	2	wordlist-1,wordlist-2
plain	n	3	wordlist-1,wordlist-2,wordlist-3
plan	n	1	wordlist-1
plan	v	1	wordlist-1
plankton	n	1	wordlist-3
plant	n	1	wordlist-3
plant	v	2	wordlist-1,wordlist-3
plantation	n	2	wordlist-1,wordlist-3
plaster	n	1	wordlist-2
plastic	n	1	wordlist-1
plate	n	2	wordlist-1,wordlist-3
plateau	n	2	wordlist-2,wordlist-3
platform	n	1	wordlist-1
platter	n	2	wordlist-2,wordlist-3
plausible	adj	1	wordlist-3
play	n	1	wordlist-3
play	v	2	wordlist-2,wordlist-3
player	n	1	wordlist-3
playground	n	2	wordlist-1,wordlist-3
plaza	n	2	wordlist-2,wordlist-3
please	adv	1	wordlist-3
pleasure	n	1	wordlist-1
plenty	pron	1	wordlist-2
pliable	adj	1	wordlist-2
pliers	n	1	wordlist-3
plop	v	1	wordlist-2
plot	n	2	wordlist-1,wordlist-2
plough	n	2	wordlist-1,wordlist-2
plough	v	2	wordlist-1,wordlist-2
plow	n	1	wordlist-3
plow	v	1	wordlist-3
plug	n	3	wordlist-1,wordlist-2,wordlist-3
plug	v	1	wordlist-3
plug in	phrv	2	wordlist-1,wordlist-2
plumber	n	2	wordlist-1,wordlist-2
plumbing	n	1	wordlist-2
plunge	n	1	wordlist-3
plunge	v	1	wordlist-2
plus	prep	1	wordlist-3
pneumatic	adj	1	wordlist-3
pneumonia	n	1	wordlist-3
poach	v	3	wordlist-1,wordlist-2,wordlist-3
poaching	n	1	wordlist-1
podcast	n	1	wordlist-1
poem	n	3	wordlist-1,wordlist-2,wordlist-3
poet	n	2	wordlist-2,wordlist-3
poetry	n	3	wordlist-1,wordlist-2,wordlist-3
point out	phrv	2	wordlist-1,wordlist-3
poisonous	adj	2	wordlist-1,wordlist-2
polar	adj	2	wordlist-2,wordlist-3
police	n	1	wordlist-1
police station	n	1	wordlist-3
policy	n	2	wordlist-1,wordlist-2
polish	n	1	wordlist-2
polish	v	2	wordlist-1,wordlist-2
polite	adj	1	wordlist-1
political	adj	1	wordlist-1
politician	n	2	wordlist-1,wordlist-2
politics	n	1	wordlist-1
poll	n	1	wordlist-2
poll	v	1	wordlist-2
pollen	n	1	wordlist-2
pollinate	v	1	wordlist-2
pollination	n	1	wordlist-2
pollute	v	2	wordlist-1,wordlist-3
pollution	n	1	wordlist-1
polo	n	1	wordlist-3
poly-	prefix	1	wordlist-2
polyester	n	1	wordlist-3
pond	n	2	wordlist-1,wordlist-2
ponder	v	1	wordlist-3
pony	n	1	wordlist-3
ponytail	n	1	wordlist-2
pool	n	1	wordlist-3
pop	adj	1	wordlist-3
pop-up	n	1	wordlist-3
popular	adj	1	wordlist-1
population	n	1	wordlist-1
porch	n	2	wordlist-1,wordlist-2
pork	n	2	wordlist-2,wordlist-3
porous	adj	1	wordlist-2
portable	adj	2	wordlist-1,wordlist-3
portfolio	n	1	wordlist-2
portion	n	3	wordlist-1,wordlist-2,wordlist-3
portrait	n	1	wordlist-2
pose	v	1	wordlist-2
position	n	1	wordlist-1
position	v	1	wordlist-2
positive	adj	1	wordlist-1
possessive	adj	1	wordlist-2
possibility	n	1	wordlist-1
possible	adj	1	wordlist-1
possibly	adv	1	wordlist-1
post	n	2	wordlist-1,wordlist-3
post	v	2	wordlist-1,wordlist-3
post office	n	1	wordlist-3
post-	prefix	3	wordlist-1,wordlist-2,wordlist-3
postgraduate	n	1	wordlist-2
posture	n	1	wordlist-2
pot	n	2	wordlist-1,wordlist-3
potent	adj	1	wordlist-3
potential	n	1	wordlist-1
potential	v	1	wordlist-1
potentially	adv	1	wordlist-3
pottery	n	1	wordlist-2
poult	n	1	wordlist-2
poultry	n	3	wordlist-1,wordlist-2,wordlist-3
pour	v	2	wordlist-1,wordlist-2
poverty	n	2	wordlist-1,wordlist-2
powder	n	1	wordlist-1
ppe	n	1	wordlist-3
pr	abbr	2	wordlist-2,wordlist-3
practical	adj	1	wordlist-1
practically	adv	1	wordlist-3
pragmatic	adj	1	wordlist-2
prairie	n	1	wordlist-3
pray	v	1	wordlist-2
prayer	n	2	wordlist-1,wordlist-2
pre-	prefix	3	wordlist-1,wordlist-2,wordlist-3
precaution	n	1	wordlist-1
preceding	adj	1	wordlist-2
precipitation	n	1	wordlist-2
precise	adj	3	wordlist-1,wordlist-2,wordlist-3
precisely	adv	2	wordlist-2,wordlist-3
precision	n	1	wordlist-2
preconception	n	1	wordlist-3
predator	n	2	wordlist-1,wordlist-2
predecessor	n	1	wordlist-2
predict	v	1	wordlist-1
prediction	n	1	wordlist-1
preface	n	1	wordlist-2
prefer	v	1	wordlist-1
pregnancy	n	2	wordlist-1,wordlist-2
pregnant	adj	2	wordlist-1,wordlist-2
prejudice	n	2	wordlist-2,wordlist-3
preliminary	adj	2	wordlist-1,wordlist-2
premiere	n	1	wordlist-2
premiere	v	1	wordlist-2
premise	n	1	wordlist-3
premises	n	1	wordlist-1
prepare	v	1	wordlist-1
prescribe	v	3	wordlist-1,wordlist-2,wordlist-3
prescription	n	3	wordlist-1,wordlist-2,wordlist-3
presentation	n	1	wordlist-2
presently	adv	1	wordlist-2
preservation	n	1	wordlist-1
preservative	n	1	wordlist-2
preserve	n	1	wordlist-3
preserve	v	2	wordlist-1,wordlist-3
president	n	1	wordlist-1
pressure	n	1	wordlist-1
presumably	adv	1	wordlist-2
presume	v	1	wordlist-3
presumption	n	1	wordlist-3
prevailing	adj	1	wordlist-3
prevailingly	adv	1	wordlist-3
prevalent	adj	1	wordlist-2
prevent	v	1	wordlist-1
prevention	n	1	wordlist-1
preventive	adj	1	wordlist-3
previous	adj	1	wordlist-1
previously	adv	2	wordlist-1,wordlist-3
prey	n	2	wordlist-1,wordlist-2
prey	v	1	wordlist-2
prick	n	1	wordlist-2
prick	v	1	wordlist-2
pride	n	2	wordlist-1,wordlist-2
priest	n	1	wordlist-2
primarily	adv	3	wordlist-1,wordlist-2,wordlist-3
primary	adj	1	wordlist-1
principle	n	1	wordlist-1
print	n	1	wordlist-1
print	v	2	wordlist-1,wordlist-3
printer	n	2	wordlist-1,wordlist-3
prior	adj	1	wordlist-2
prior to	prep	1	wordlist-2
prioritize	v	1	wordlist-2
priority	n	2	wordlist-1,wordlist-2
prison	n	1	wordlist-1
prisoner	n	1	wordlist-1
privacy	n	2	wordlist-1,wordlist-3
private	adj	1	wordlist-1
privatization	n	1	wordlist-2
privatize	v	1	wordlist-2
privilege	n	1	wordlist-2
prize	n	1	wordlist-3
pro-	prefix	2	wordlist-1,wordlist-2
probability	n	1	wordlist-1
probable	adj	1	wordlist-1
probably	adv	2	wordlist-1,wordlist-3
problematic	adj	1	wordlist-3
problematically	adv	1	wordlist-3
proceed	v	1	wordlist-1
process	n	2	wordlist-1,wordlist-3
process	v	1	wordlist-1
procure	v	1	wordlist-2
procurement	n	1	wordlist-2
prodigious	adj	1	wordlist-2
prodigy	n	1	wordlist-2
produce	n	1	wordlist-1
producer	n	2	wordlist-1,wordlist-2
product	n	1	wordlist-1
productive	adj	1	wordlist-1
profession	n	1	wordlist-2
professional	adj	2	wordlist-1,wordlist-3
professional	n	2	wordlist-1,wordlist-2
proficiency	n	1	wordlist-2
proficient	adj	1	wordlist-2
profile	n	2	wordlist-1,wordlist-3
profit	n	1	wordlist-1
profitable	adj	2	wordlist-1,wordlist-2
profoundly	adv	1	wordlist-2
progeny	n	1	wordlist-2
program	n	2	wordlist-1,wordlist-3
program	v	1	wordlist-1
programme	n	1	wordlist-3
programming	n	1	wordlist-3
progress	n	2	wordlist-1,wordlist-2
progress	v	2	wordlist-1,wordlist-2
prolonged	adj	1	wordlist-2
promenade	n	1	wordlist-3
prominent	adj	1	wordlist-2
prominently	adv	1	wordlist-2
promote	v	1	wordlist-1
promotion	n	1	wordlist-1
prompt	v	1	wordlist-2
promptly	adv	1	wordlist-2
pronounce	v	1	wordlist-2
pronunciation	n	2	wordlist-1,wordlist-2
proof	n	1	wordlist-1
proofread	v	2	wordlist-1,wordlist-2
prop	n	1	wordlist-2
prop	v	1	wordlist-2
propel	v	1	wordlist-2
proper	adj	2	wordlist-1,wordlist-3
properly	adv	2	wordlist-1,wordlist-3
property	n	1	wordlist-1
prophet	n	1	wordlist-2
proportion	n	2	wordlist-2,wordlist-3
proportional	adj	1	wordlist-2
proposal	n	1	wordlist-1
propose	v	1	wordlist-1
proprietor	n	1	wordlist-2
props	n	1	wordlist-2
prose	n	1	wordlist-2
prosecute	v	1	wordlist-2
prosecution	n	1	wordlist-2
prosper	v	1	wordlist-2
prosperous	adj	1	wordlist-2
prosthesis	n	1	wordlist-3
protagonist	n	1	wordlist-2
protect	v	1	wordlist-1
protection	n	1	wordlist-1
protective	adj	1	wordlist-2
protein	n	3	wordlist-1,wordlist-2,wordlist-3
protest	n	2	wordlist-1,wordlist-2
protest	v	2	wordlist-1,wordlist-2
proud	adj	1	wordlist-1
prove	v	3	wordlist-1,wordlist-2,wordlist-3
provided	conj	3	wordlist-1,wordlist-2,wordlist-3
provided that	conj	1	wordlist-1
providing	conj	1	wordlist-3
provoke	v	1	wordlist-2
proximity	n	1	wordlist-2
prudent	adj	1	wordlist-2
prune	v	2	wordlist-1,wordlist-2
pruning	n	1	wordlist-1
pry	v	1	wordlist-2
pseudo-	prefix	1	wordlist-1
psychiatric	adj	1	wordlist-2
psychiatrist	n	1	wordlist-2
psychiatry	n	1	wordlist-3
psycho-	comb	1	wordlist-2
psychologist	n	1	wordlist-2
pto	abbr	1	wordlist-2
pub	n	1	wordlist-3
puberty	n	1	wordlist-1
public	adj	1	wordlist-1
public	n	1	wordlist-1
publication	n	2	wordlist-1,wordlist-2
publish	v	2	wordlist-1,wordlist-2
publisher	n	2	wordlist-1,wordlist-2
pull	v	1	wordlist-1
pull over	phrv	2	wordlist-1,wordlist-2
pullover	n	1	wordlist-3
pulp	n	1	wordlist-2
pulse	n	2	wordlist-1,wordlist-2
pump	n	1	wordlist-3
punctual	adj	2	wordlist-1,wordlist-2
punctuality	n	1	wordlist-2
punctually	adv	1	wordlist-2
punctuation	n	2	wordlist-1,wordlist-2
puncture	n	1	wordlist-2
puncture	v	1	wordlist-2
pungent	adj	1	wordlist-2
punish	v	1	wordlist-1
punishment	n	1	wordlist-1
purchase	v	1	wordlist-1
purify	v	1	wordlist-2
purity	n	1	wordlist-2
purpose	n	1	wordlist-1
purse	n	3	wordlist-1,wordlist-2,wordlist-3
push	v	1	wordlist-1
put	v	1	wordlist-3
put away	phrv	2	wordlist-1,wordlist-3
put back	phrv	1	wordlist-1
put down	phrv	3	wordlist-1,wordlist-2,wordlist-3
put off	phrv	1	wordlist-3
put on	phrv	2	wordlist-1,wordlist-3
put out	phrv	2	wordlist-1,wordlist-3
put together	phrv	2	wordlist-1,wordlist-3
put up	phrv	1	wordlist-3
put up with	phrv	1	wordlist-3
puzzled	adj	1	wordlist-2
quaint	adj	1	wordlist-2
qualification	n	1	wordlist-1
qualified	adj	1	wordlist-1
qualify	v	2	wordlist-1,wordlist-2
qualitative	adj	2	wordlist-1,wordlist-2
quality	n	1	wordlist-1
quantify	v	1	wordlist-3
quantitative	adj	2	wordlist-1,wordlist-2
quantity	n	1	wordlist-3
quarantine	n	2	wordlist-1,wordlist-3
quarrel	n	1	wordlist-2
quarrel	v	1	wordlist-2
quarter	num	1	wordlist-2
quarter	pron	1	wordlist-3
quarterly	adj	1	wordlist-2
quarterly	adv	1	wordlist-2
quay	n	2	wordlist-2,wordlist-3
quench	v	1	wordlist-2
question	n	1	wordlist-1
question	v	1	wordlist-1
questionable	adj	1	wordlist-2
questionably	adv	1	wordlist-2
questionnaire	n	2	wordlist-1,wordlist-2
queue	v	1	wordlist-1
quickly	adv	2	wordlist-1,wordlist-3
quiet	adj	1	wordlist-1
quirkily	adv	1	wordlist-3
quirky	adj	1	wordlist-3
quite	adv	2	wordlist-1,wordlist-3
quota	n	1	wordlist-2
quotation	n	1	wordlist-2
quote	n	2	wordlist-1,wordlist-2
quote	v	2	wordlist-1,wordlist-2
rabbit	n	1	wordlist-3
race	n	1	wordlist-3
race	v	1	wordlist-3
racial	adj	1	wordlist-1
racism	n	1	wordlist-1
radiator	n	2	wordlist-1,wordlist-2
radical	adj	1	wordlist-1
radio	n	1	wordlist-3
radius	n	1	wordlist-2
rage	n	1	wordlist-2
rain	v	1	wordlist-1
rainbow	n	2	wordlist-2,wordlist-3
raincoat	n	1	wordlist-3
rainfall	n	1	wordlist-1
raise	v	1	wordlist-1
rake	n	1	wordlist-2
rake	v	1	wordlist-2
range	n	3	wordlist-1,wordlist-2,wordlist-3
range	v	1	wordlist-2
rank	v	1	wordlist-2
rapidly	adv	1	wordlist-3
rare	adj	2	wordlist-1,wordlist-2
rarely	adv	3	wordlist-1,wordlist-2,wordlist-3
rash	adj	1	wordlist-3
rash	n	3	wordlist-1,wordlist-2,wordlist-3
rat	n	1	wordlist-3
rate	v	1	wordlist-2
rather	adv	2	wordlist-1,wordlist-3
rather than	conj	1	wordlist-1
ratio	n	2	wordlist-2,wordlist-3
rational	adj	1	wordlist-3
rationale	n	1	wordlist-2
rationalize	v	1	wordlist-3
rattle	n	2	wordlist-1,wordlist-2
rattle	v	2	wordlist-1,wordlist-2
ravine	n	1	wordlist-3
raw	adj	3	wordlist-1,wordlist-2,wordlist-3
ray	n	1	wordlist-2
razor	n	2	wordlist-1,wordlist-2
rd.	abbr	1	wordlist-1
re-	prefix	1	wordlist-3
reach	v	1	wordlist-1
reaction	n	1	wordlist-1
reaction	v	1	wordlist-1
read out	phrv	1	wordlist-1
reader	n	1	wordlist-1
readily	adv	1	wordlist-2
real	adj	1	wordlist-3
realistic	adj	1	wordlist-3
realistically	adv	1	wordlist-3
realization	n	2	wordlist-1,wordlist-3
realize	v	1	wordlist-1
really	adv	1	wordlist-3
reap	v	2	wordlist-2,wordlist-3
rear	adj	1	wordlist-2
rear	n	1	wordlist-2
rearrange	v	1	wordlist-1
reason	n	1	wordlist-1
reasonable	adj	1	wordlist-1
reasoning	n	2	wordlist-1,wordlist-3
rebate	n	1	wordlist-2
rebate	v	1	wordlist-2
rebel	n	1	wordlist-2
rebel	v	1	wordlist-2
rebellion	n	1	wordlist-2
rebellious	adj	1	wordlist-2
reboot	v	1	wordlist-3
recall	v	2	wordlist-2,wordlist-3
receipt	n	2	wordlist-1,wordlist-2
recent	adj	3	wordlist-1,wordlist-2,wordlist-3
recently	adv	3	wordlist-1,wordlist-2,wordlist-3
reception	n	1	wordlist-1
recession	n	2	wordlist-1,wordlist-2
recipe	n	3	wordlist-1,wordlist-2,wordlist-3
reckless	adj	1	wordlist-2
reckon	v	1	wordlist-3
recline	v	1	wordlist-2
recliner	n	1	wordlist-2
recognition	n	2	wordlist-1,wordlist-3
recognize	v	1	wordlist-1
recollect	v	1	wordlist-3
recommend	v	1	wordlist-1
recommendation	n	1	wordlist-1
reconcile	v	1	wordlist-2
reconciliation	n	1	wordlist-2
reconsider	v	1	wordlist-3
reconstruct	v	1	wordlist-2
record	n	1	wordlist-3
record	v	1	wordlist-1
recover	v	2	wordlist-1,wordlist-3
recovery	n	2	wordlist-1,wordlist-3
recreation	n	1	wordlist-2
recreational	adj	1	wordlist-2
recruit	v	1	wordlist-1
recurrence	n	1	wordlist-2
recurrent	adj	1	wordlist-2
recycle	v	1	wordlist-1
recycling	n	2	wordlist-1,wordlist-2
redecorate	v	1	wordlist-2
redevelop	v	1	wordlist-2
reduce	v	1	wordlist-1
reduction	n	2	wordlist-1,wordlist-3
redundancy	n	1	wordlist-2
redundant	adj	1	wordlist-2
reef	n	2	wordlist-2,wordlist-3
ref.	abbr	1	wordlist-1
refer	v	2	wordlist-1,wordlist-3
refer to	phrv	1	wordlist-1
referee	n	2	wordlist-2,wordlist-3
reference	n	1	wordlist-1
referendum	n	1	wordlist-2
refine	v	1	wordlist-2
refinery	n	1	wordlist-2
reflect	v	2	wordlist-1,wordlist-3
reflection	n	1	wordlist-1
reform	n	2	wordlist-1,wordlist-2
reform	v	2	wordlist-1,wordlist-2
refresh	v	1	wordlist-1
refreshing	adj	1	wordlist-2
refreshment	n	1	wordlist-3
refugee	n	2	wordlist-1,wordlist-2
refund	n	2	wordlist-1,wordlist-2
refund	v	2	wordlist-1,wordlist-2
refurbish	v	3	wordlist-1,wordlist-2,wordlist-3
refuse	v	1	wordlist-1
regarding	prep	3	wordlist-1,wordlist-2,wordlist-3
regards	n	2	wordlist-2,wordlist-3
regime	n	1	wordlist-2
region	n	1	wordlist-1
register	v	2	wordlist-1,wordlist-3
regret	n	1	wordlist-1
regret	v	1	wordlist-1
regrettably	adv	1	wordlist-2
regular	adj	3	wordlist-1,wordlist-2,wordlist-3
regularly	adv	3	wordlist-1,wordlist-2,wordlist-3
regulate	v	1	wordlist-1
regulation	n	1	wordlist-1
rehabilitate	v	1	wordlist-3
rehabilitation	n	1	wordlist-2
rehearsal	n	1	wordlist-2
rehearse	v	1	wordlist-2
reheat	v	1	wordlist-1
reject	v	1	wordlist-1
relapse	v	1	wordlist-3
relate	v	2	wordlist-1,wordlist-3
relationship	n	2	wordlist-1,wordlist-2
relative	adj	1	wordlist-1
relative	n	2	wordlist-1,wordlist-2
relatively	adv	3	wordlist-1,wordlist-2,wordlist-3
relax	v	1	wordlist-1
relaxed	adj	1	wordlist-1
relay	n	1	wordlist-2
release	n	1	wordlist-1
release	v	1	wordlist-1
relentless	adj	1	wordlist-2
relevant	adj	1	wordlist-1
reliability	n	2	wordlist-1,wordlist-2
reliable	adj	2	wordlist-1,wordlist-2
relief	n	1	wordlist-1
relieve	v	1	wordlist-1
relieved	adj	1	wordlist-2
religion	n	1	wordlist-1
religious	adj	1	wordlist-1
relocate	v	2	wordlist-1,wordlist-2
reluctance	n	1	wordlist-2
reluctant	adj	1	wordlist-2
reluctantly	adv	1	wordlist-2
remain	v	3	wordlist-1,wordlist-2,wordlist-3
remarkable	adj	3	wordlist-1,wordlist-2,wordlist-3
remarkably	adv	2	wordlist-2,wordlist-3
remarry	v	1	wordlist-1
remedy	n	1	wordlist-2
remedy	v	1	wordlist-2
remind	v	2	wordlist-1,wordlist-3
remorse	n	1	wordlist-2
remote	adj	2	wordlist-1,wordlist-3
remote	n	1	wordlist-1
remove	v	1	wordlist-1
remuneration	n	1	wordlist-2
render	v	1	wordlist-2
renewable	adj	2	wordlist-1,wordlist-3
renovate	v	3	wordlist-1,wordlist-2,wordlist-3
renovation	n	2	wordlist-1,wordlist-2
rent	n	1	wordlist-1
rent	v	1	wordlist-1
repair	n	1	wordlist-1
repair	v	1	wordlist-1
repeat	v	1	wordlist-1
repeatedly	adv	1	wordlist-2
repercussion	n	1	wordlist-2
rephrase	v	1	wordlist-3
replace	v	1	wordlist-1
replacement	n	1	wordlist-1
replicate	v	1	wordlist-2
replication	n	1	wordlist-2
reply	n	1	wordlist-1
reply	v	1	wordlist-1
report	n	1	wordlist-1
report	v	1	wordlist-1
reportedly	adv	1	wordlist-3
represent	v	2	wordlist-1,wordlist-3
representation	n	1	wordlist-1
representative	n	1	wordlist-1
reptile	n	2	wordlist-1,wordlist-2
republic	n	1	wordlist-2
reputation	n	1	wordlist-1
request	n	1	wordlist-1
request	v	1	wordlist-1
require	v	1	wordlist-1
requirement	n	1	wordlist-1
rescue	n	1	wordlist-1
rescue	v	1	wordlist-1
research	n	1	wordlist-1
research	v	1	wordlist-1
resemble	v	1	wordlist-2
resent	v	1	wordlist-2
resentment	n	1	wordlist-2
reservation	n	1	wordlist-1
reserve	v	1	wordlist-1
reservoir	n	1	wordlist-3
residence	n	2	wordlist-1,wordlist-2
resident	n	1	wordlist-1
residential	adj	3	wordlist-1,wordlist-2,wordlist-3
residue	n	1	wordlist-2
resign	v	1	wordlist-1
resilience	n	1	wordlist-2
resilient	adj	1	wordlist-2
resistant	adj	1	wordlist-1
resolution	n	1	wordlist-2
resolve	v	1	wordlist-2
resort	n	1	wordlist-2
resourceful	adj	1	wordlist-2
respect	n	1	wordlist-1
respect	v	1	wordlist-1
respiratory	adj	1	wordlist-2
respond	v	1	wordlist-1
respondent	n	1	wordlist-2
response	n	1	wordlist-1
response	v	1	wordlist-1
