word	pos	band_median	votes	by_role
patience	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
patient	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
patient	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
patio	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pattern	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
patterned	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
pause	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pavement	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
paw	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pay	n	1	3	wordlist-1=1,wordlist-2=2,wordlist-3=1
pay	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pay back	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
payment	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
pc	abbr	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
peace	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
peak	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
peculiar	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
peculiarly	adv	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
pedestrian	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
pedestrianize	v	5	3	wordlist-1=5,wordlist-2=5,wordlist-3=5
pedicure	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
peel	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
peer	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
peer	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pendant	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
pending	prep	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
peninsula	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pension	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
people	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pepper	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
per	prep	1	3	wordlist-1=3,wordlist-2=1,wordlist-3=1
percentage	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
perception	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
perfect	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
perfectly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
perform	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
performance	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
perfume	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
perhaps	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
period	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
permanent	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
permanently	adv	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
person	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
personal	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
personality	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
personally	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
perspective	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
perspire	v	5	3	wordlist-1=5,wordlist-2=4,wordlist-3=5
persuade	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
persuasive	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pessimistic	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pest	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
pesticide	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pet	n	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
pharmacy	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
phone	abbr	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
photo	abbr	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
photo	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
photograph	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
photograph	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
phrase	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
physical	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
physician	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
piano	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pick	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pick up	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
picture	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
picturesque	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pie	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
piece	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pier	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=4
pig	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pill	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pilot	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pin	abbr	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
pink	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
pipe	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pitch	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pity	n	2	3	wordlist-1=2,wordlist-2=3,wordlist-3=2
pity	v	3	3	wordlist-1=3,wordlist-2=4,wordlist-3=3
place	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
place	v	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
plain	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plain	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
plainly	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
plan	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
plan	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
plane	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
plant	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
plant	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plantation	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
plastic	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
plate	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
plateau	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
platform	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
platter	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
play	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
play	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
player	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
playground	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plaza	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
pleasant	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
please	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
please	interj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=4
please	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pleased	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pleasure	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plot	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plough	n	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=2
plough	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=3
plow	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
plow	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
plug	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plug in	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
plumber	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
plump	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
plural	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
plus	prep	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
pm	abbr	3	3	wordlist-1=3,wordlist-2=1,wordlist-3=3
poach	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pocket	n	2	3	wordlist-1=1,wordlist-2=2,wordlist-3=2
poem	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
poet	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
poetry	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
point	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
point	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
point out	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
poison	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
poison	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
poisonous	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
polar	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
police	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
police	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
policy	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
polish	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
polite	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
political	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
politician	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
politics	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
pollinate	v	4	3	wordlist-1=4,wordlist-2=4,wordlist-3=4
pollute	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
pond	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pool	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
poor	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
poorly	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
popular	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
porch	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
pork	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
port	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
portable	adj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
portion	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
position	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
position	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
positive	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
possibility	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
possible	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
possibly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
post	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
post	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
post-	prefix	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
pot	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
potato	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
poultry	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
pour	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
poverty	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
powder	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
power	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
power	v	2	3	wordlist-1=2,wordlist-2=3,wordlist-3=2
powerful	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
pr	abbr	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
practice	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
practice	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
praise	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pray	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
prayer	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pre-	prefix	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
precise	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
precisely	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
predator	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
pregnancy	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pregnant	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
prejudice	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
preliminary	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
prescribe	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
prescription	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
present	adj	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
present	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
presently	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
preserve	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
president	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
press	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
press	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
pretty	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
prevent	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
previous	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
previously	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
prey	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
price	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
pride	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
priest	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
primarily	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
print	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
print	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
printer	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
priority	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
prison	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
prisoner	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
privacy	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
private	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
prize	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
pro-	prefix	3	3	wordlist-1=4,wordlist-2=2,wordlist-3=3
probably	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
problem	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
process	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
produce	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
producer	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
product	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
profession	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
professional	adj	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
professional	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
profile	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
profit	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
profitable	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
program	n	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
program	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
progress	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
progress	v	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
promise	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
promise	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
pronoun	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
pronounce	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pronunciation	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
proof	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
proofread	v	3	3	wordlist-1=5,wordlist-2=3,wordlist-3=3
proper	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
properly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
proportion	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
protect	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
protection	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
protein	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
protest	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
protest	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
proud	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
prove	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
provide	v	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
provided	conj	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
prune	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
public	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
public	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
publication	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
publish	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
publisher	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pull	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
pull	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
pull over	phrv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pulse	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
punctual	adj	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
punctuation	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
punish	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
punishment	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
pure	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
purple	adj	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
purpose	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
purse	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
push	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
push	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
put	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
put away	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
put back	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
put down	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
put off	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
put on	phrv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
put out	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
put together	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
put up	phrv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
qualify	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
qualitative	adj	3	3	wordlist-1=5,wordlist-2=3,wordlist-3=3
quality	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
quantitative	adj	3	3	wordlist-1=5,wordlist-2=3,wordlist-3=2
quantity	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
quarantine	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
quarter	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=3
quay	n	4	3	wordlist-1=5,wordlist-2=4,wordlist-3=2
queen	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=4
question	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
question	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
questionnaire	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=2
quick	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=3
quickly	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
quiet	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
quit	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
quite	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
quote	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
quote	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
race	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
race	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
radiator	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
radio	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
rail	n	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
rain	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
rain	v	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
rainbow	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
raise	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
range	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
rare	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
rarely	adv	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
rash	n	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
rate	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
rather	adv	1	3	wordlist-1=2,wordlist-2=1,wordlist-3=1
ratio	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
rattle	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
rattle	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
raw	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=1
razor	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
rd	abbr	4	3	wordlist-1=4,wordlist-2=2,wordlist-3=5
re-	prefix	2	3	wordlist-1=3,wordlist-2=1,wordlist-3=2
reach	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
read	adj	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=5
read	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
reader	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
readily	adv	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
ready	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
real	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
realization	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
realize	v	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=2
really	adv	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
reap	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
reason	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
reason	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=2
reasonable	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
reasoning	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
rebel	v	3	3	wordlist-1=4,wordlist-2=3,wordlist-3=3
recall	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
receipt	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
recent	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
recently	adv	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
recession	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
recipe	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
recognition	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
recognize	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
record	n	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
record	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
recover	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
recovery	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
recycling	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
red	adj	1	3	wordlist-1=1,wordlist-2=1,wordlist-3=1
reduce	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
reduction	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
reef	n	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
refer	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
referee	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
reflect	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
reform	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
reform	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
refugee	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
refund	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=4
refund	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
refurbish	v	4	3	wordlist-1=4,wordlist-2=3,wordlist-3=4
refuse	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
regarding	prep	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
regards	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
register	v	2	3	wordlist-1=3,wordlist-2=2,wordlist-3=2
regret	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
regret	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
regular	adj	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
regularly	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
relate	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
related	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
relation	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
relationship	n	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
relative	n	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
relatively	adv	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
relax	v	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
reliability	n	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
reliable	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=3
relief	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
relieved	adj	3	3	wordlist-1=3,wordlist-2=2,wordlist-3=3
religion	n	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
religious	adj	2	3	wordlist-1=2,wordlist-2=2,wordlist-3=2
relocate	v	3	3	wordlist-1=3,wordlist-2=3,wordlist-3=3
remain	v	2	3	wordlist-1=2,wordlist-2=1,wordlist-3=2
